timer_name,id,parent_id,ncalls,total_time
prep_nl,1,749,4,0.30699999964411973E-6
calc_moments,2,240,1,0.16639099999999907E-1
calcaux,3,339,1,0.38287899999999375E-1
h_from_f_ff2_gpu,4,170,3,0.87022799999969536E-3
compadi,5,733,3,0.68486399999967418E-3
add_nl,6,527,2,0.20119730000001113E-2
addadi,7,884,3,0.15103673000000040E-1
hypz_cmp,8,688,2,0.78999999431061951E-7
pf_dfb,9,403,2,0.86880000012001801E-5
CalFRhs0,10,581,1,0.29492090999999832E-1
compadi,11,456,1,0.71102999999972383E-3
calc_moments,12,339,1,0.63333800000000551E-2
ccdens,14,969,2,0.96246599999982863E-3
dzv_ak,15,527,2,0.34665800000066582E-3
pf_dgdxy,16,834,3,0.18299999999804584E-4
dzv_ak,18,510,496,0.58579029000015215E-1
eRK_stage_2,20,762,3,0.26319078000000218E-1
sum_vwsp,23,188,1000,46.456417552999625
prdi_fld,24,510,496,0.56705000003098860E-4
sum_vwsp,28,63,1,0.32763760000005249E-2
prdi_g,29,849,3,0.26800000041404815E-6
pf_dgdxy,30,861,1000,0.79046539994127585E-2
add_dchidxy,31,740,1000,0.24427877998969727E-1
addadi,32,1023,1000,0.15407283800084226
pf_dfb,33,294,9998,0.37458788002028953E-1
ex_gen_real,34,195,1,0.61779999995792423E-5
fdi_fld,35,749,2,0.25100000033972947E-6
f_and_fields_to_GPU,36,440,496,0.69199430000095319E-2
ccdens,40,924,2,0.99125799999999487E-3
exv6d,41,45,3,0.36908525000000303E-1
compute_barchi_gpu,42,275,1,0.16205000000546477E-4
dApardt,43,462,9998,0.54915000046484863E-3
gsub,44,1007,1,483.96222227400000
calc_ff1_gpu,45,170,3,0.43435535999999608E-1
compadi,46,968,2,0.18273250000007124E-2
calcaux,47,465,2,0.11122781000000082E-1
ex_gen_real,48,473,3849,0.58352350000019371E-2
pf_dfb,49,953,3,0.10511000000157367E-4
pf_dfb,53,597,9998,0.38006672000894248E-1
sum_sp,54,210,28672,0.11174334999999758E-1
pf_dfb,55,237,3,0.10516999999765630E-4
pf_dfb,57,717,2,0.73020000002088636E-5
dgdxy,59,749,2,0.95227999999281110E-4
ccdens,63,3,1,0.64285770000003239E-2
fdi_g,64,752,2,0.30700000053229815E-6
pfld,65,10,1,0.57440000000852365E-5
hypz_cmp,66,10,1,0.50999999778866822E-7
pf_dfb,67,929,3,0.10335999999888656E-4
Prefetch_mome_field,68,3,1,0.53910000001877734E-5
prep_nl,69,834,6,0.44999999992967332E-6
pfld,70,749,2,0.91439999998499388E-5
addadi,73,286,3,0.67718600000032936E-3
pf_dfb,74,229,2,0.80929999999312940E-5
ccdens,75,417,1,0.51169489800000001
prdi_fld,76,850,3,0.32199999999704687E-6
fdi_fld,77,462,9998,0.13739859994217340E-2
f_and_fields_to_GPU,78,881,9998,0.62813805998500172E-1
FldSlv,79,417,1,0.93349299999978541E-3
x_pfkp,80,20,3,0.57180000001544329E-5
dzv_ak,82,638,9998,1.7424256859983753
pfld,83,510,496,0.32892400000004152E-2
add_dchidxy,84,247,3,0.51376999999686035E-4
Prefetch_mome_field,85,170,3,0.32208000000366610E-4
pr_hf,86,638,9998,0.21812360022837041E-2
Prefetch_mome_field,87,503,9998,0.51445662001381010E-1
prdi_fld,88,527,2,0.21500000002561137E-6
compute_barchi_gpu,89,696,2,0.15888999999269515E-4
exz3d,90,817,8,0.27496490000000762E-2
add_dchidxy,91,602,3,0.50726000000445026E-4
x_pfkp,92,680,3,0.53440000002957788E-5
add_dchidxy,93,409,3,0.22137749999999734E-2
pf_dfb,94,1002,2,0.73269999996128377E-5
pr_hf,95,752,2,0.50400000084493968E-6
evsolver,96,380,6,1.0020051119999995
dgdxy,100,861,1000,2.0476925309994414
pf_dfb,101,469,9998,0.39766992000692447E-1
h_from_f_ff2_gpu,102,417,1,0.29383999999410548E-4
calcaux,103,226,9998,48.206795485998470
fdi_fld,104,936,9998,0.13918639979380032E-2
pf_chib,105,857,2,0.48540000001651151E-5
pfld,106,849,3,0.11417699999993758E-3
calc_ff1_gpu,107,103,9998,39.121497858000197
x_pfgnew,108,881,9998,0.48587389002038073E-1
f_and_fields_to_GPU,109,547,2,0.12353999999881182E-4
pf_dfb,110,549,3,0.98339999996532867E-5
pf_dfb,111,163,9998,0.37820733000358153E-1
sum_cmplx_vw,112,581,8,0.86606399999986650E-2
pf_dfb,113,949,2,0.92739999990598676E-5
g_to_GPU,114,465,2,0.77640000002432430E-5
h_to_GPU,115,399,3,0.10951000000147815E-4
sum_vwsp,116,468,9998,4.1132248940018723
prdi_g,117,861,1000,0.12303799998036880E-3
Prefetch_mome_field,119,661,9998,0.50945918002009982E-1
calcmom1_gpu,120,505,9998,1.4192980219980695
fdi_fld,121,269,9998,0.14846960019774258E-2
pf_dgdxy,122,527,2,0.13582000000234018E-4
FldSlv,124,47,2,0.16082659999998583E-2
en_block,125,475,1000,72.592643207999885
fdi_fld,126,834,3,0.37299999977591369E-6
pf_chib,127,609,1,0.13245999999966784E-4
add_dchidxy,128,236,9998,0.16889039499706637
pr_g,129,638,9998,0.69848800041683035E-3
add_nl,130,688,2,0.20169889999994695E-2
pr_g,131,269,9998,0.60032000079601744E-3
calc_ff1_gpu,132,3,1,0.30511186000000023E-1
prdi_g,133,850,3,0.27500000010505232E-6
add_dchidxy,135,789,9998,0.16773229699868519
rkupd,136,307,3,0.16540299999956432E-3
pf_nl,137,705,9998,0.43332371002230197E-1
hypz_cmp,138,936,9998,0.40047999824555092E-3
compadi,143,918,168,0.20667985000001998E-1
calcmom1_gpu,144,349,3,0.19141500000063871E-3
prep_nl,145,527,4,0.24899999928607031E-6
sum_vwsp,146,228,9998,4.1549805649993328
FldSlv,147,503,9998,2.2065620850039140
dApardt,148,749,2,0.10999999933147819E-6
pf_dgdxy,149,269,9998,0.68330875000818914E-1
pr_hf,152,462,9998,0.18579680012082989E-2
pr_fld,154,638,9998,0.20058700023044551E-2
prep_nl,155,10,2,0.12499999968440534E-6
prdi_fld,157,936,9998,0.12101649994988861E-2
pf_dfb,161,149,9998,0.40437237999994657E-1
h_to_GPU,163,881,9998,0.39817900999382871E-1
exv6d,164,342,9998,36.921462689002070
calcnl,165,130,2,0.32825200000097254E-3
add_dchidxy_wo_curv,166,125,1000,0.77819380005585970E-2
fdi_fld,167,861,1000,0.26032700041067613E-3
Prefetch_mome_field,168,890,1000,0.50683589998454792E-2
g_to_GPU,169,261,9998,0.40765178999945029E-1
calcaux,170,399,3,0.78607306999999960E-1
exz3d,171,3,1,0.19576099999962793E-3
pf_dfb,172,605,3,0.11198000000156583E-4
pf_nl,173,421,3,0.11260000000401504E-4
addadi,176,746,1000,0.15614609300022320
ex_gen_real,177,210,1282,0.50869789999974380E-2
eRK_standard,178,219,9998,254.18255880600080
FldSlv,179,661,9998,1.8192690859957432
pf_dgdxy,182,936,9998,0.68089754000308922E-1
prep_nl,183,849,6,0.41700000030786555E-6
compadi,184,911,3,0.46926200000019236E-3
add_dchidxy,185,723,2,0.34151000000370857E-4
pf_dfb,186,585,3,0.11095999999710671E-4
ccdens,188,554,1000,47.248694437999383
exz_f_gpu,189,107,9998,2.3201224680008163
