timer_name,id,parent_id,ncalls,total_time
prep_nl,1,749,4,0.28899999993114989E-6
calc_moments,2,240,1,0.15212624000000119E-1
calcaux,3,339,1,0.40182493000000541E-1
h_from_f_ff2_gpu,4,170,3,0.66525100000047743E-3
compadi,5,733,3,0.65504099999991183E-3
add_nl,6,527,2,0.20015990000006312E-2
addadi,7,884,3,0.15113959000000232E-1
hypz_cmp,8,688,2,0.82999999762023435E-7
pf_dfb,9,403,2,0.81159999991697873E-5
CalFRhs0,10,581,1,0.29634694000000295E-1
compadi,11,456,1,0.71289200000013153E-3
calc_moments,12,339,1,0.63531889999994817E-2
ccdens,14,969,2,0.89963300000039936E-3
dzv_ak,15,527,2,0.34790199999967797E-3
pf_dgdxy,16,834,3,0.18342999999809706E-4
dzv_ak,18,510,496,0.58486629999999984E-1
eRK_stage_2,20,762,3,0.26192926999999866E-1
sum_vwsp,23,188,1000,46.540985726000244
prdi_fld,24,510,496,0.53283000000625691E-4
sum_vwsp,28,63,1,0.34820230000001118E-2
prdi_g,29,849,3,0.25699999994799327E-6
pf_dgdxy,30,861,1000,0.77635079997611101E-2
add_dchidxy,31,740,1000,0.24199887000244225E-1
addadi,32,1023,1000,0.15225803799991677
pf_dfb,33,294,9998,0.38879791000981712E-1
ex_gen_real,34,195,1,0.63329999999695019E-5
fdi_fld,35,749,2,0.29600000051033248E-6
f_and_fields_to_GPU,36,440,496,0.66830039999965507E-2
ccdens,40,924,2,0.89528999999988201E-3
exv6d,41,45,3,0.90512664999999881E-1
compute_barchi_gpu,42,275,1,0.13229999999531117E-4
dApardt,43,462,9998,0.51089399991788298E-3
gsub,44,1007,1,483.96312103399998
calc_ff1_gpu,45,170,3,0.97131464999999917E-1
compadi,46,968,2,0.18356600000002388E-2
calcaux,47,465,2,0.11295513000000312E-1
ex_gen_real,48,473,3849,0.58083209999884033E-2
pf_dfb,49,953,3,0.10167000000116388E-4
pf_dfb,53,597,9998,0.38792432004420618E-1
sum_sp,54,210,28672,0.11238039000023736E-1
pf_dfb,55,237,3,0.10818000000245576E-4
pf_dfb,57,717,2,0.77740000001824683E-5
dgdxy,59,749,2,0.95513999999852217E-4
ccdens,63,3,1,0.65694049999995840E-2
fdi_g,64,752,2,0.37399999985865406E-6
pfld,65,10,1,0.61989999995404332E-5
hypz_cmp,66,10,1,0.39999999756901161E-7
pf_dfb,67,929,3,0.10583000000341514E-4
Prefetch_mome_field,68,3,1,0.55930000000259383E-5
prep_nl,69,834,6,0.40799999956320221E-6
pfld,70,749,2,0.91889999991323634E-5
addadi,73,286,3,0.71820799999944285E-3
pf_dfb,74,229,2,0.82719999996427873E-5
ccdens,75,417,1,0.51100746600000058
prdi_fld,76,850,3,0.36199999975394803E-6
fdi_fld,77,462,9998,0.13823190003110497E-2
f_and_fields_to_GPU,78,881,9998,0.63668924997910992E-1
FldSlv,79,417,1,0.92994700000037511E-3
x_pfkp,80,20,3,0.81489999996797735E-5
dzv_ak,82,638,9998,1.7495057750021372
pfld,83,510,496,0.33380980000012883E-2
add_dchidxy,84,247,3,0.52873000000008830E-4
Prefetch_mome_field,85,170,3,0.31329999999663016E-4
pr_hf,86,638,9998,0.21969609990026839E-2
