timer_name,id,parent_id,ncalls,total_time
prep_nl,1,749,4,0.31800000055426381E-6
calc_moments,2,240,1,0.16390332000000285E-1
calcaux,3,339,1,0.40422301000000438E-1
h_from_f_ff2_gpu,4,170,3,0.89348799999999784E-3
compadi,5,733,3,0.52615900000008153E-3
add_nl,6,527,2,0.20198269999998075E-2
addadi,7,884,3,0.14947566000000467E-1
hypz_cmp,8,688,2,0.87000000092984919E-7
pf_dfb,9,403,2,0.81490000001238627E-5
CalFRhs0,10,581,1,0.29511685000000121E-1
compadi,11,456,1,0.13446839999993188E-2
calc_moments,12,339,1,0.61945389999999989E-2
ccdens,14,969,2,0.10409119999996719E-2
dzv_ak,15,527,2,0.35466500000058687E-3
pf_dgdxy,16,834,3,0.18728000000134415E-4
dzv_ak,18,510,496,0.58576455000008743E-1
eRK_stage_2,20,762,3,0.26109436000000485E-1
sum_vwsp,23,188,1000,17.799871514999715
prdi_fld,24,510,496,0.57953999992310656E-4
sum_vwsp,28,63,1,0.30675649999993837E-2
prdi_g,29,849,3,0.25199999953429142E-6
pf_dgdxy,30,861,1000,0.80500599994000055E-2
add_dchidxy,31,740,1000,0.26147529000324354E-1
addadi,32,1023,1000,28.715019363999257
pf_dfb,33,294,9998,0.38476445998106179E-1
ex_gen_real,34,195,1,0.61329999994086393E-5
fdi_fld,35,749,2,0.25599999897707448E-6
f_and_fields_to_GPU,36,440,496,0.74880309999971750E-2
ccdens,40,924,2,0.96794699999946943E-3
exv6d,41,45,3,0.76620634999999826E-1
compute_barchi_gpu,42,275,1,0.14740000000124098E-4
dApardt,43,462,9998,0.50580899934615786E-3
gsub,44,1007,1,483.95456034099999
calc_ff1_gpu,45,170,3,0.82661100999999793E-1
compadi,46,968,2,0.32441499999968926E-3
calcaux,47,465,2,0.11031310000000794E-1
ex_gen_real,48,473,3849,0.58677369999760032E-2
pf_dfb,49,953,3,0.10406000000795501E-4
pf_dfb,53,597,9998,0.38338757000817125E-1
sum_sp,54,210,28672,0.11280999999969232E-1
pf_dfb,55,237,3,0.10647999999946478E-4
pf_dfb,57,717,2,0.73959999999928527E-5
dgdxy,59,749,2,0.97443999999669018E-4
ccdens,63,3,1,0.62748639999998801E-2
fdi_g,64,752,2,0.37900000027235592E-6
pfld,65,10,1,0.56870000006981059E-5
hypz_cmp,66,10,1,0.73999999905538516E-7
pf_dfb,67,929,3,0.10465999999986764E-4
Prefetch_mome_field,68,3,1,0.56889999999754082E-5
prep_nl,69,834,6,0.43500000046492460E-6
pfld,70,749,2,0.89430000000945142E-5
addadi,73,286,3,0.17120300000001976E-2
pf_dfb,74,229,2,0.83010000002659012E-5
ccdens,75,417,1,0.51068188699999961
prdi_fld,76,850,3,0.31700000047152344E-6
fdi_fld,77,462,9998,0.13035229983495711E-2
f_and_fields_to_GPU,78,881,9998,0.63226829002037910E-1
FldSlv,79,417,1,0.16741869999998826E-2
x_pfkp,80,20,3,0.57620000002422955E-5
dzv_ak,82,638,9998,1.7502667709968645
pfld,83,510,496,0.33041880000044266E-2
add_dchidxy,84,247,3,0.52689999999966375E-4
Prefetch_mome_field,85,170,3,0.19664999999502442E-4
pr_hf,86,638,9998,0.21133500013119644E-2
Prefetch_mome_field,87,503,9998,0.51079806001018468E-1
prdi_fld,88,527,2,0.23599999909862390E-6
compute_barchi_gpu,89,696,2,0.16703000000894974E-4
exz3d,90,817,8,0.27766710000003414E-2
add_dchidxy,91,602,3,0.51957999999796556E-4
x_pfkp,92,680,3,0.55460000010221222E-5
add_dchidxy,93,409,3,0.22357829999997136E-2
pf_dfb,94,1002,2,0.74349999996670135E-5
pr_hf,95,752,2,0.75600000037923110E-6
evsolver,96,380,6,0.99913525999999964
dgdxy,100,861,1000,2.0671458929987310
pf_dfb,101,469,9998,0.40638458997316107E-1
h_from_f_ff2_gpu,102,417,1,0.33268000000141740E-4
calcaux,103,226,9998,48.306585568999523
fdi_fld,104,936,9998,0.12856290018818939E-2
pf_chib,105,857,2,0.50109999998326771E-5
pfld,106,849,3,0.11493699999975959E-3
calc_ff1_gpu,107,103,9998,39.294688040999802
x_pfgnew,108,881,9998,0.48774446000756200E-1
f_and_fields_to_GPU,109,547,2,0.12761999999888474E-4
pf_dfb,110,549,3,0.98660000000805326E-5
pf_dfb,111,163,9998,0.38471683000090628E-1
sum_cmplx_vw,112,581,8,0.29184740999999903E-1
pf_dfb,113,949,2,0.92519999999041147E-5
g_to_GPU,114,465,2,0.79690000003296291E-5
h_to_GPU,115,399,3,0.10836999999597197E-4
sum_vwsp,116,468,9998,4.2398789140013529
prdi_g,117,861,1000,0.15039299978614196E-3
Prefetch_mome_field,119,661,9998,0.50707125998479263E-1
calcmom1_gpu,120,505,9998,1.4638822300045025
fdi_fld,121,269,9998,0.14826020010270113E-2
pf_dgdxy,122,527,2,0.13995000000655011E-4
FldSlv,124,47,2,0.64749000000130508E-3
en_block,125,475,1000,72.708297411999951
fdi_fld,126,834,3,0.39499999937575581E-6
pf_chib,127,609,1,0.13108000000094933E-4
add_dchidxy,128,236,9998,0.17100813100071832
pr_g,129,638,9998,0.58426600178762556E-3
add_nl,130,688,2,0.20218050000009313E-2
pr_g,131,269,9998,0.60137399735804564E-3
calc_ff1_gpu,132,3,1,0.32989635999999933E-1
prdi_g,133,850,3,0.25199999997838063E-6
add_dchidxy,135,789,9998,0.17008725600259300
rkupd,136,307,3,0.16536099999964193E-3
pf_nl,137,705,9998,0.44164793997116369E-1
hypz_cmp,138,936,9998,0.39936199724177612E-3
compadi,143,918,168,0.20200226000003596E-1
calcmom1_gpu,144,349,3,0.19427300000041114E-3
prep_nl,145,527,4,0.27799999990918423E-6
sum_vwsp,146,228,9998,4.1423705349982702
FldSlv,147,503,9998,1.8354115070008561
dApardt,148,749,2,0.10399999972321439E-6
pf_dgdxy,149,269,9998,0.68856679001273235E-1
pr_hf,152,462,9998,0.17574080001239167E-2
pr_fld,154,638,9998,0.19163180014780679E-2
prep_nl,155,10,2,0.15400000030751926E-6
prdi_fld,157,936,9998,0.12292349980596029E-2
pf_dfb,161,149,9998,0.40732518999986311E-1
h_to_GPU,163,881,9998,0.40471730997604816E-1
exv6d,164,342,9998,37.186634117999915
calcnl,165,130,2,0.33343700000010301E-3
add_dchidxy_wo_curv,166,125,1000,0.89448989999532103E-2
fdi_fld,167,861,1000,0.28250199985446756E-3
Prefetch_mome_field,168,890,1000,0.50356419996333557E-2
g_to_GPU,169,261,9998,0.41568677999441306E-1
calcaux,170,399,3,0.11781215199999950
exz3d,171,3,1,0.14177800000059193E-3
pf_dfb,172,605,3,0.11240000000078965E-4
pf_nl,173,421,3,0.11794999999814593E-4
addadi,176,746,1000,0.17435236600096804
ex_gen_real,177,210,1282,0.34687579999954643E-2
eRK_standard,178,219,9998,254.03789483899894
FldSlv,179,661,9998,2.0487843030005459
pf_dgdxy,182,936,9998,0.68450547000160178E-1
prep_nl,183,849,6,0.41900000002925708E-6
compadi,184,911,3,0.59417700000041762E-3
add_dchidxy,185,723,2,0.34272999999807041E-4
pf_dfb,186,585,3,0.11324000000367818E-4
ccdens,188,554,1000,18.571085422999836
exz_f_gpu,189,107,9998,2.0688229889990977
pf_dfb,190,909,2,0.75280000002564407E-5
calcmom1_gpu,191,40,2,0.73009000000290314E-4
rkupd,193,482,9998,0.54921532500319792
exz3d,194,503,9998,0.93701165000079811
initialization,195,44,1,1.3996342110000004
h_to_GPU,196,680,3,0.10623000000098415E-4
add_nl,197,850,3,0.30210580000002984E-2
dgdxy,198,850,3,0.14378699999983979E-3
addadi,199,815,2,0.38676800000025935E-3
h_to_GPU,200,547,2,0.77949999992554808E-5
h_from_f_ff2_gpu,202,554,1000,0.31460930999439363E-1
prdi_fld,206,269,9998,0.12991330019103131E-2
addadi,207,1024,9998,1.8747675680010047
pfld,208,834,3,0.11450799999979111E-3
pf_chib,209,268,9998,0.24852148997631218E-1
initrhs,210,821,1,0.56819198600000020
exz_f_gpu,213,956,9998,2.0515583450007115
dzv_ak,214,752,2,0.23521950000002789E-2
exz3d,215,630,9998,0.98446932099982831
dApardt,216,834,3,0.13500000006771984E-6
x_pfgnew,217,547,2,0.87210000003778987E-5
exz_f_gpu,218,273,9998,2.4289664490021732
t_loop,219,855,1,477.27937625999999
