timer_name,id,parent_id,ncalls,total_time
prep_nl,1,749,4,0.31699999958334502E-6
calc_moments,2,240,1,0.16716040999999571E-1
calcaux,3,339,1,0.41060096999999907E-1
h_from_f_ff2_gpu,4,170,3,0.66578200000000365E-3
compadi,5,733,3,0.52497999999978617E-3
add_nl,6,527,2,0.20001929999997614E-2
addadi,7,884,3,0.14043657000000209E-1
hypz_cmp,8,688,2,0.79000001207418791E-7
pf_dfb,9,403,2,0.83709999998404783E-5
CalFRhs0,10,581,1,0.29164063999999712E-1
compadi,11,456,1,0.12061469999995467E-2
calc_moments,12,339,1,0.61897599999998221E-2
ccdens,14,969,2,0.89704300000015280E-3
dzv_ak,15,527,2,0.35481299999950977E-3
pf_dgdxy,16,834,3,0.18362999999688157E-4
dzv_ak,18,510,496,0.58661741999992412E-1
eRK_stage_2,20,762,3,0.26333308999999971E-1
sum_vwsp,23,188,1000,17.616007593999953
prdi_fld,24,510,496,0.54242999996567676E-4
sum_vwsp,28,63,1,0.93235699999993926E-3
prdi_g,29,849,3,0.25599999942116369E-6
pf_dgdxy,30,861,1000,0.81328220001539719E-2
add_dchidxy,31,740,1000,0.25790996999158544E-1
addadi,32,1023,1000,28.586270808999977
pf_dfb,33,294,9998,0.37983868999400094E-1
ex_gen_real,34,195,1,0.59180000002712063E-5
fdi_fld,35,749,2,0.28500000137654524E-6
f_and_fields_to_GPU,36,440,496,0.75875190000056492E-2
ccdens,40,924,2,0.96572200000011321E-3
exv6d,41,45,3,0.79381689999999949E-1
compute_barchi_gpu,42,275,1,0.14291999999471727E-4
dApardt,43,462,9998,0.46224100171876614E-3
gsub,44,1007,1,483.95456244200000
calc_ff1_gpu,45,170,3,0.85656512999999990E-1
compadi,46,968,2,0.31125699999989820E-3
calcaux,47,465,2,0.11236437000000876E-1
ex_gen_real,48,473,3849,0.59122419999844134E-2
pf_dfb,49,953,3,0.10216000000173864E-4
pf_dfb,53,597,9998,0.38186973002718894E-1
sum_sp,54,210,28672,0.10790591000009897E-1
pf_dfb,55,237,3,0.10670999999629061E-4
pf_dfb,57,717,2,0.75420000005266274E-5
dgdxy,59,749,2,0.95745000000313496E-4
ccdens,63,3,1,0.41168069999999446E-2
fdi_g,64,752,2,0.48499999927287263E-6
pfld,65,10,1,0.62039999999541351E-5
hypz_cmp,66,10,1,0.63999999966313226E-7
pf_dfb,67,929,3,0.10597999999806262E-4
Prefetch_mome_field,68,3,1,0.56089999995734274E-5
prep_nl,69,834,6,0.40800000000729142E-6
pfld,70,749,2,0.90699999999444003E-5
addadi,73,286,3,0.74845500000009224E-3
pf_dfb,74,229,2,0.83579999996530319E-5
ccdens,75,417,1,0.51027736399999934
prdi_fld,76,850,3,0.33100000074171021E-6
fdi_fld,77,462,9998,0.14963320009950820E-2
f_and_fields_to_GPU,78,881,9998,0.63685719000392993E-1
FldSlv,79,417,1,0.14184730000001977E-2
x_pfkp,80,20,3,0.57870000000903588E-5
dzv_ak,82,638,9998,1.7423666560002724
pfld,83,510,496,0.33230710000049513E-2
add_dchidxy,84,247,3,0.51323999999741687E-4
Prefetch_mome_field,85,170,3,0.18766999999808576E-4
pr_hf,86,638,9998,0.21502429989794791E-2
Prefetch_mome_field,87,503,9998,0.51911566998577463E-1
prdi_fld,88,527,2,0.21100000058282831E-6
compute_barchi_gpu,89,696,2,0.17820000000057235E-4
exz3d,90,817,8,0.27219250000012352E-2
add_dchidxy,91,602,3,0.50808000000124309E-4
x_pfkp,92,680,3,0.55150000006776168E-5
add_dchidxy,93,409,3,0.22011900000000750E-2
pf_dfb,94,1002,2,0.74499999991317623E-5
pr_hf,95,752,2,0.66400000076072274E-6
evsolver,96,380,6,0.99841304999999991
dgdxy,100,861,1000,2.0710080120011005
pf_dfb,101,469,9998,0.40367101001527850E-1
h_from_f_ff2_gpu,102,417,1,0.29610000000346304E-4
calcaux,103,226,9998,48.443479827002228
fdi_fld,104,936,9998,0.14589440004355581E-2
pf_chib,105,857,2,0.48079999999117717E-5
