timer_name,id,parent_id,ncalls,total_time
prep_nl,1,749,4,0.34499999923554014E-6
calc_moments,2,240,1,0.15680208000000029E-1
calcaux,3,339,1,0.19350402999999794E-1
h_from_f_ff2_gpu,4,170,3,0.65545600000049831E-3
compadi,5,733,3,0.52899399999972729E-3
add_nl,6,527,2,0.20201250000004833E-2
addadi,7,884,3,0.15004596999999453E-1
hypz_cmp,8,688,2,0.78000000236500000E-7
pf_dfb,9,403,2,0.80570000005053544E-5
CalFRhs0,10,581,1,0.28930186000000191E-1
compadi,11,456,1,0.24212470000000152E-2
calc_moments,12,339,1,0.68609049999999172E-2
ccdens,14,969,2,0.10076090000001869E-2
dzv_ak,15,527,2,0.34862700000015678E-3
pf_dgdxy,16,834,3,0.17587000000318653E-4
dzv_ak,18,510,496,0.58435821999999860E-1
eRK_stage_2,20,762,3,0.27251315000000442E-1
sum_vwsp,23,188,1000,21.503796505000381
prdi_fld,24,510,496,0.52713000006754385E-4
sum_vwsp,28,63,1,0.40732330000006201E-2
prdi_g,29,849,3,0.26100000027895476E-6
pf_dgdxy,30,861,1000,0.79179979996375494E-2
add_dchidxy,31,740,1000,0.28416400999471847E-1
addadi,32,1023,1000,40.765851784000709
pf_dfb,33,294,9998,0.37378852000347074E-1
ex_gen_real,34,195,1,0.77510000000557966E-5
fdi_fld,35,749,2,0.22299999979935592E-6
f_and_fields_to_GPU,36,440,496,0.58950649999949256E-2
ccdens,40,924,2,0.88172699999944371E-3
exv6d,41,45,3,0.54082041000000025E-1
compute_barchi_gpu,42,275,1,0.14393999999917639E-4
dApardt,43,462,9998,0.50686499973995325E-3
gsub,44,1007,1,535.28768029100002
calc_ff1_gpu,45,170,3,0.60573830000000051E-1
compadi,46,968,2,0.44171200000064914E-3
calcaux,47,465,2,0.12178369000000799E-1
ex_gen_real,48,473,3849,0.61484349999951782E-2
pf_dfb,49,953,3,0.97629999999959693E-5
pf_dfb,53,597,9998,0.37512508998509553E-1
sum_sp,54,210,28672,0.11398258000056227E-1
pf_dfb,55,237,3,0.10769000000632190E-4
pf_dfb,57,717,2,0.78249999999613351E-5
dgdxy,59,749,2,0.95352000000659132E-4
ccdens,63,3,1,0.71277920000003547E-2
fdi_g,64,752,2,0.35700000022842460E-6
pfld,65,10,1,0.61499999999270472E-5
hypz_cmp,66,10,1,0.38999999674160790E-7
pf_dfb,67,929,3,0.10095000000376331E-4
Prefetch_mome_field,68,3,1,0.59990000007559274E-5
prep_nl,69,834,6,0.43099999968987390E-6
pfld,70,749,2,0.86970000001684866E-5
addadi,73,286,3,0.11433130000004788E-2
pf_dfb,74,229,2,0.80260000006049381E-5
ccdens,75,417,1,0.10616990599999987
prdi_fld,76,850,3,0.48299999999557031E-6
fdi_fld,77,462,9998,0.12038740013640137E-2
f_and_fields_to_GPU,78,881,9998,0.62545449001176756E-1
FldSlv,79,417,1,0.27497770000000088E-2
x_pfkp,80,20,3,0.51989999998447445E-5
dzv_ak,82,638,9998,1.7475310339989738
pfld,83,510,496,0.32682509999997222E-2
add_dchidxy,84,247,3,0.51817000000564661E-4
Prefetch_mome_field,85,170,3,0.17842999999739817E-4
pr_hf,86,638,9998,0.22917520018346238E-2
Prefetch_mome_field,87,503,9998,0.50245581999255329E-1
prdi_fld,88,527,2,0.20000000056086265E-6
compute_barchi_gpu,89,696,2,0.17391000000088752E-4
exz3d,90,817,8,0.34926260000003317E-2
add_dchidxy,91,602,3,0.52221000000240991E-4
x_pfkp,92,680,3,0.50609999995288035E-5
add_dchidxy,93,409,3,0.21635970000000171E-2
pf_dfb,94,1002,2,0.73789999994744448E-5
pr_hf,95,752,2,0.94099999969898818E-6
evsolver,96,380,6,0.85774217799999963
dgdxy,100,861,1000,2.0656507559995312
pf_dfb,101,469,9998,0.39097171001581721E-1
h_from_f_ff2_gpu,102,417,1,0.35783000000400023E-4
calcaux,103,226,9998,57.860109523001654
fdi_fld,104,936,9998,0.12283339993626186E-2
pf_chib,105,857,2,0.47260000002324887E-5
pfld,106,849,3,0.11424399999970802E-3
