timer_name,id,parent_id,ncalls,total_time
prep_nl,1,749,4,0.41400000050373365E-6
calc_moments,2,240,1,0.16348381000000245E-1
calcaux,3,339,1,0.16657250999999818E-1
h_from_f_ff2_gpu,4,170,3,0.10479599999997369E-2
compadi,5,733,3,0.91747700000022192E-3
add_nl,6,527,2,0.19990129999998274E-2
addadi,7,884,3,0.13249689000000675E-1
hypz_cmp,8,688,2,0.79000000319240371E-7
pf_dfb,9,403,2,0.83399999999400620E-5
CalFRhs0,10,581,1,0.29515037000000355E-1
compadi,11,456,1,0.15434269999996530E-2
calc_moments,12,339,1,0.68905700000003733E-2
ccdens,14,969,2,0.23781190000002894E-2
dzv_ak,15,527,2,0.35111399999987469E-3
pf_dgdxy,16,834,3,0.17066999999926225E-4
dzv_ak,18,510,496,0.58434501000000694E-1
eRK_stage_2,20,762,3,0.26161132999999559E-1
sum_vwsp,23,188,1000,21.188163390999211
prdi_fld,24,510,496,0.50868000001980107E-4
sum_vwsp,28,63,1,0.73446700000001641E-3
prdi_g,29,849,3,0.27000000013543968E-6
pf_dgdxy,30,861,1000,0.73861359992424269E-2
add_dchidxy,31,740,1000,0.24811448000736647E-1
addadi,32,1023,1000,40.672522091999454
pf_dfb,33,294,9998,0.37723829999467107E-1
ex_gen_real,34,195,1,0.85809999998964770E-5
fdi_fld,35,749,2,0.23900000023502344E-6
f_and_fields_to_GPU,36,440,496,0.58466149999945038E-2
ccdens,40,924,2,0.28304369999991863E-2
exv6d,41,45,3,0.82353313999999678E-1
compute_barchi_gpu,42,275,1,0.12641999999729592E-4
dApardt,43,462,9998,0.60226499715287929E-3
gsub,44,1007,1,535.28786385800004
calc_ff1_gpu,45,170,3,0.88538585000000669E-1
compadi,46,968,2,0.35284600000018429E-3
calcaux,47,465,2,0.10444283999999193E-1
ex_gen_real,48,473,3849,0.56989610000197644E-2
pf_dfb,49,953,3,0.97890000003708622E-5
pf_dfb,53,597,9998,0.37522270000364344E-1
sum_sp,54,210,28672,0.11475626000041927E-1
pf_dfb,55,237,3,0.12685000000178803E-4
pf_dfb,57,717,2,0.73920000005500697E-5
dgdxy,59,749,2,0.96861000000281194E-4
ccdens,63,3,1,0.38165140000003817E-2
fdi_g,64,752,2,0.30200000011859629E-6
pfld,65,10,1,0.56799999992307448E-5
hypz_cmp,66,10,1,0.58000000358049419E-7
pf_dfb,67,929,3,0.98949999998154681E-5
Prefetch_mome_field,68,3,1,0.52049999998970975E-5
prep_nl,69,834,6,0.48900000049201253E-6
pfld,70,749,2,0.88600000003324908E-5
addadi,73,286,3,0.72988799999995635E-3
pf_dfb,74,229,2,0.80480000006488694E-5
ccdens,75,417,1,0.10740343899999960
prdi_fld,76,850,3,0.37899999982826671E-6
fdi_fld,77,462,9998,0.13590149975568622E-2
f_and_fields_to_GPU,78,881,9998,0.63443338998323107E-1
FldSlv,79,417,1,0.17523260000000818E-2
x_pfkp,80,20,3,0.55119999999853064E-5
dzv_ak,82,638,9998,1.7502784769996698
pfld,83,510,496,0.32655469999851583E-2
add_dchidxy,84,247,3,0.51633999999634028E-4
Prefetch_mome_field,85,170,3,0.54509999999563519E-4
pr_hf,86,638,9998,0.24084919975777552E-2
Prefetch_mome_field,87,503,9998,0.50179861997757591E-1
prdi_fld,88,527,2,0.18700000037341624E-6
compute_barchi_gpu,89,696,2,0.16473999999710998E-4
exz3d,90,817,8,0.26117539999996886E-2
add_dchidxy,91,602,3,0.57149999999950296E-4
x_pfkp,92,680,3,0.50710000003562072E-5
add_dchidxy,93,409,3,0.21021590000001034E-2
pf_dfb,94,1002,2,0.73920000005500697E-5
pr_hf,95,752,2,0.68799999919377797E-6
evsolver,96,380,6,0.85780846100000030
dgdxy,100,861,1000,2.0735676310003477
pf_dfb,101,469,9998,0.38781134000361206E-1
h_from_f_ff2_gpu,102,417,1,0.33769999999933020E-4
calcaux,103,226,9998,58.519833472000897
fdi_fld,104,936,9998,0.13790310000976191E-2
pf_chib,105,857,2,0.46850000003928471E-5
pfld,106,849,3,0.11394000000031212E-3
calc_ff1_gpu,107,103,9998,41.352048718997473
x_pfgnew,108,881,9998,0.46343520001111749E-1
f_and_fields_to_GPU,109,547,2,0.12538000000006377E-4
pf_dfb,110,549,3,0.95499999996917495E-5
pf_dfb,111,163,9998,0.37527572000891851E-1
sum_cmplx_vw,112,581,8,0.51162420000006037E-2
pf_dfb,113,949,2,0.89629999999729648E-5
g_to_GPU,114,465,2,0.77589999998295411E-5
h_to_GPU,115,399,3,0.11462000000683759E-4
sum_vwsp,116,468,9998,12.193681927999073
prdi_g,117,861,1000,0.14307500073496016E-3
Prefetch_mome_field,119,661,9998,0.50179150003266670E-1
calcmom1_gpu,120,505,9998,1.3817974849951815
fdi_fld,121,269,9998,0.14383430013138465E-2
pf_dgdxy,122,527,2,0.12710000000915045E-4
FldSlv,124,47,2,0.48991199999992574E-3
en_block,125,475,1000,74.562954464000228
fdi_fld,126,834,3,0.29699999970489444E-6
pf_chib,127,609,1,0.10725000000100238E-4
add_dchidxy,128,236,9998,0.17171744000096023
pr_g,129,638,9998,0.69644600255891476E-3
add_nl,130,688,2,0.19986909999998304E-2
pr_g,131,269,9998,0.72378000026063205E-3
calc_ff1_gpu,132,3,1,0.90863250000001727E-2
prdi_g,133,850,3,0.26699999988721856E-6
add_dchidxy,135,789,9998,0.17018568199975270
rkupd,136,307,3,0.16299300000000017E-3
pf_nl,137,705,9998,0.42576033000853997E-1
hypz_cmp,138,936,9998,0.41899799917644032E-3
compadi,143,918,168,0.18963214999999867E-1
calcmom1_gpu,144,349,3,0.19065900000025948E-3
prep_nl,145,527,4,0.33499999929631485E-6
sum_vwsp,146,228,9998,11.376079091994542
FldSlv,147,503,9998,1.6293808710002544
dApardt,148,749,2,0.11900000007614153E-6
pf_dgdxy,149,269,9998,0.64699792998654360E-1
pr_hf,152,462,9998,0.23647979991716639E-2
pr_fld,154,638,9998,0.25913370005401504E-2
prep_nl,155,10,2,0.23499999990406195E-6
prdi_fld,157,936,9998,0.11434410014414809E-2
pf_dfb,161,149,9998,0.38700398998386731E-1
h_to_GPU,163,881,9998,0.39678757999898728E-1
exv6d,164,342,9998,38.366390081997437
calcnl,165,130,2,0.33696399999971760E-3
add_dchidxy_wo_curv,166,125,1000,0.84064940008508060E-2
fdi_fld,167,861,1000,0.22702000114893650E-3
Prefetch_mome_field,168,890,1000,0.49773619996154039E-2
g_to_GPU,169,261,9998,0.39889962996623396E-1
calcaux,170,399,3,0.12318836599999994
exz3d,171,3,1,0.19262100000005944E-3
pf_dfb,172,605,3,0.10901000000007599E-4
pf_nl,173,421,3,0.10937999999516279E-4
addadi,176,746,1000,0.18082012800044733
ex_gen_real,177,210,1282,0.25871710000116011E-2
eRK_standard,178,219,9998,287.94876088300049
FldSlv,179,661,9998,2.1199483479992205
pf_dgdxy,182,936,9998,0.64306826004794537E-1
prep_nl,183,849,6,0.46899999928129432E-6
compadi,184,911,3,0.73755099999983642E-3
add_dchidxy,185,723,2,0.34048999999924945E-4
pf_dfb,186,585,3,0.11110000000424947E-4
ccdens,188,554,1000,21.936282886999845
exz_f_gpu,189,107,9998,2.3328922000018135
pf_dfb,190,909,2,0.71880000005464240E-5
calcmom1_gpu,191,40,2,0.72734999999823913E-4
rkupd,193,482,9998,0.55251503900014054
exz3d,194,503,9998,1.4809255639984906
initialization,195,44,1,0.78124471900000003
h_to_GPU,196,680,3,0.10073999999526961E-4
add_nl,197,850,3,0.30151880000000020E-2
dgdxy,198,850,3,0.14719599999990507E-3
addadi,199,815,2,0.50934700000038191E-3
h_to_GPU,200,547,2,0.80389999999042061E-5
h_from_f_ff2_gpu,202,554,1000,0.28454154000706389E-1
prdi_fld,206,269,9998,0.12927899997636771E-2
addadi,207,1024,9998,1.5395158470020771
pfld,208,834,3,0.11531600000003195E-3
pf_chib,209,268,9998,0.23444352003568092E-1
initrhs,210,821,1,0.15012135299999985
exz_f_gpu,213,956,9998,2.3073283570002614
dzv_ak,214,752,2,0.23506280000002988E-2
exz3d,215,630,9998,1.5534769200043739
dApardt,216,834,3,0.19299999998168005E-6
x_pfgnew,217,547,2,0.86460000003896198E-5
exz_f_gpu,218,273,9998,2.3369955560012716
t_loop,219,855,1,530.30820414499999
add_dchidxy,220,249,3,0.52783000000111713E-4
hypz_cmp,221,749,2,0.90000000341206032E-7
pfld,222,752,2,0.10170000001252788E-4
prdi_g,223,834,3,0.29800000023172402E-6
pf_dfb,224,319,3,0.95749999999839019E-5
pf_dfb,225,277,3,0.10040000000266502E-4
eRK_stage_3,226,178,9998,72.855782629999396
ccdens,228,661,9998,12.015874851002838
f_and_fields_to_GPU,229,801,2,0.12332999999919991E-4
pf_dfb,231,108,9998,0.43717409002212548E-1
compadi,235,722,2,0.27761399999981506E-3
dfielddxy,236,638,9998,0.55897517400131491
pf_dgdxy,237,850,3,0.20845999999963283E-4
calcaux,238,838,2,0.13660616000000125E-1
d_nrg,240,339,1,0.35231329000000144E-1
pfld,244,861,1000,0.56646210001085606E-2
pf_dfb,245,790,2,0.76529999999408460E-5
calc_ff1_gpu,246,554,1000,7.5208888860002725
dfielddxy,247,849,3,0.16809200000000857E-3
pf_dfb,248,506,9998,0.38788444999746652E-1
dfielddxy,249,834,3,0.16930900000033944E-3
prdi_fld,251,462,9998,0.11344609996912780E-2
pf_nl,252,165,2,0.84100000004028175E-5
addadi,254,179,9998,1.8832371140021431
pr_hf,255,527,2,0.52999999944347564E-6
prdi_fld,256,749,2,0.22100000052205360E-6
h_from_f_ff2_gpu,257,802,3,0.63824999999795295E-4
exz_f_gpu,258,441,3,0.70998700000002302E-3
calcnl,259,971,9998,1.6152894210044515
eRK_stage_1,261,178,9998,77.218722856001023
prdi_g,262,462,9998,0.10476650005548649E-2
f_and_fields_to_GPU,263,482,9998,0.62861697000210270E-1
pefo,264,440,496,0.85793580000004255E-2
x_pfkp,265,307,3,0.50649999998597650E-5
calcmom1_gpu,266,959,3,0.66995659999999901E-2
add_nl,268,462,9998,10.012699654002013
