timer_name,id,parent_id,ncalls,total_time
prep_nl,1,749,4,0.31800000055426381E-6
calc_moments,2,240,1,0.16542376000000303E-1
calcaux,3,339,1,0.15837227999999648E-1
h_from_f_ff2_gpu,4,170,3,0.90081999999958029E-3
compadi,5,733,3,0.75569399999952935E-3
add_nl,6,527,2,0.20135809999999310E-2
addadi,7,884,3,0.15715691000000032E-1
hypz_cmp,8,688,2,0.78999999431061951E-7
pf_dfb,9,403,2,0.87230000005433794E-5
CalFRhs0,10,581,1,0.28768277000000175E-1
compadi,11,456,1,0.57092599999997162E-3
calc_moments,12,339,1,0.68413829999993681E-2
ccdens,14,969,2,0.16097540000012955E-2
dzv_ak,15,527,2,0.35374299999890724E-3
pf_dgdxy,16,834,3,0.17345999999918149E-4
dzv_ak,18,510,496,0.58466020000001784E-1
eRK_stage_2,20,762,3,0.27461925999999970E-1
sum_vwsp,23,188,1000,61.242397891999502
prdi_fld,24,510,496,0.54807999990469369E-4
sum_vwsp,28,63,1,0.68376000000025527E-3
prdi_g,29,849,3,0.33799999998862518E-6
pf_dgdxy,30,861,1000,0.73543129992277301E-2
add_dchidxy,31,740,1000,0.24921208000957762E-1
addadi,32,1023,1000,0.14691515300003033
pf_dfb,33,294,9998,0.37220200999429132E-1
ex_gen_real,34,195,1,0.52379999999629945E-5
fdi_fld,35,749,2,0.25299999961703179E-6
f_and_fields_to_GPU,36,440,496,0.58374579999935783E-2
ccdens,40,924,2,0.16782869999998340E-2
exv6d,41,45,3,0.51293842000000200E-1
compute_barchi_gpu,42,275,1,0.14321000000094841E-4
dApardt,43,462,9998,0.52173399958554967E-3
gsub,44,1007,1,535.28755343000000
calc_ff1_gpu,45,170,3,0.57709792999999454E-1
compadi,46,968,2,0.34533200000019804E-3
calcaux,47,465,2,0.11674882000001219E-1
ex_gen_real,48,473,3849,0.59060550000071821E-2
pf_dfb,49,953,3,0.97289999994032428E-5
pf_dfb,53,597,9998,0.37364284000624082E-1
sum_sp,54,210,28672,0.10942135000039155E-1
pf_dfb,55,237,3,0.10385000000390221E-4
pf_dfb,57,717,2,0.74200000002022648E-5
dgdxy,59,749,2,0.95521000000431400E-4
ccdens,63,3,1,0.37862280000000581E-2
fdi_g,64,752,2,0.29899999987037518E-6
pfld,65,10,1,0.61919999998494291E-5
hypz_cmp,66,10,1,0.69999999574577032E-7
pf_dfb,67,929,3,0.10012999999808869E-4
Prefetch_mome_field,68,3,1,0.58210000002389961E-5
prep_nl,69,834,6,0.46199999959029014E-6
pfld,70,749,2,0.89589999996420033E-5
addadi,73,286,3,0.64590700000000112E-3
pf_dfb,74,229,2,0.80010000003127857E-5
ccdens,75,417,1,0.10837188300000022
prdi_fld,76,850,3,0.38199999963239861E-6
fdi_fld,77,462,9998,0.10758550002272216E-2
f_and_fields_to_GPU,78,881,9998,0.62597339001804642E-1
FldSlv,79,417,1,0.89292400000040573E-3
x_pfkp,80,20,3,0.54959999995496389E-5
dzv_ak,82,638,9998,1.7512428100028261
pfld,83,510,496,0.32429470000026051E-2
