timer_name,id,parent_id,ncalls,total_time
prep_nl,1,749,4,0.31700000047152344E-6
calc_moments,2,240,1,0.16478597999999955E-1
calcaux,3,339,1,0.17772523999999734E-1
h_from_f_ff2_gpu,4,170,3,0.84627200000042535E-3
compadi,5,733,3,0.59311900000036388E-3
add_nl,6,527,2,0.20272899999991267E-2
addadi,7,884,3,0.14759236999999814E-1
hypz_cmp,8,688,2,0.79999999513802322E-7
pf_dfb,9,403,2,0.77840000001216936E-5
CalFRhs0,10,581,1,0.29370993999999762E-1
compadi,11,456,1,0.22636880000002080E-2
calc_moments,12,339,1,0.67215589999998215E-2
ccdens,14,969,2,0.24041410000004149E-2
dzv_ak,15,527,2,0.35092900000055494E-3
pf_dgdxy,16,834,3,0.17369999999683472E-4
dzv_ak,18,510,496,0.58546824999995195E-1
eRK_stage_2,20,762,3,0.24480390999999546E-1
sum_vwsp,23,188,1000,0.79646221500116532
prdi_fld,24,510,496,0.54283999994630960E-4
sum_vwsp,28,63,1,0.39712820000001869E-2
prdi_g,29,849,3,0.24899999973015952E-6
pf_dgdxy,30,861,1000,0.76564569991974807E-2
add_dchidxy,31,740,1000,0.27416273000108404E-1
addadi,32,1023,1000,40.802380385000077
pf_dfb,33,294,9998,0.37107301999648179E-1
ex_gen_real,34,195,1,0.52070000000625782E-5
fdi_fld,35,749,2,0.26399999963899745E-6
f_and_fields_to_GPU,36,440,496,0.58113440000004957E-2
ccdens,40,924,2,0.30985239999994363E-2
exv6d,41,45,3,0.50999148999999910E-1
compute_barchi_gpu,42,275,1,0.13637000000343846E-4
dApardt,43,462,9998,0.49860299868864644E-3
gsub,44,1007,1,535.28766166200000
calc_ff1_gpu,45,170,3,0.57398725999999733E-1
compadi,46,968,2,0.45022199999955603E-3
calcaux,47,465,2,0.99949429999997008E-2
ex_gen_real,48,473,3849,0.58362509999954071E-2
pf_dfb,49,953,3,0.98190000001885380E-5
pf_dfb,53,597,9998,0.36870625000353208E-1
sum_sp,54,210,28672,0.10808517999950862E-1
pf_dfb,55,237,3,0.10068000000362787E-4
pf_dfb,57,717,2,0.72749999988630520E-5
dgdxy,59,749,2,0.95937000000212436E-4
ccdens,63,3,1,0.71009479999997183E-2
fdi_g,64,752,2,0.32500000024526798E-6
pfld,65,10,1,0.58450000004484082E-5
hypz_cmp,66,10,1,0.62999999883572855E-7
pf_dfb,67,929,3,0.10019999999499873E-4
Prefetch_mome_field,68,3,1,0.55130000005121360E-5
prep_nl,69,834,6,0.46800000008673237E-6
pfld,70,749,2,0.88590000002497504E-5
addadi,73,286,3,0.11401889999995696E-2
pf_dfb,74,229,2,0.81310000004108929E-5
ccdens,75,417,1,0.14430340000002317E-2
prdi_fld,76,850,3,0.41899999958516787E-6
fdi_fld,77,462,9998,0.11568459960615840E-2
f_and_fields_to_GPU,78,881,9998,0.62915322000433704E-1
FldSlv,79,417,1,0.25853780000000270E-2
x_pfkp,80,20,3,0.76679999998496839E-5
dzv_ak,82,638,9998,1.7474867829989620
pfld,83,510,496,0.32446840000011079E-2
add_dchidxy,84,247,3,0.51440000000457786E-4
Prefetch_mome_field,85,170,3,0.17986000000469460E-4
pr_hf,86,638,9998,0.22738129991193290E-2
Prefetch_mome_field,87,503,9998,0.49298988002315802E-1
prdi_fld,88,527,2,0.37499999994139444E-6
compute_barchi_gpu,89,696,2,0.18428999999819951E-4
exz3d,90,817,8,0.27496930000006081E-2
add_dchidxy,91,602,3,0.51378000000212865E-4
x_pfkp,92,680,3,0.50649999998597650E-5
add_dchidxy,93,409,3,0.22186989999997131E-2
pf_dfb,94,1002,2,0.73419999990775864E-5
pr_hf,95,752,2,0.74699999963456776E-6
evsolver,96,380,6,0.85771506999999980
dgdxy,100,861,1000,2.0756121250000099
pf_dfb,101,469,9998,0.38701215001681000E-1
h_from_f_ff2_gpu,102,417,1,0.36237999999855219E-4
calcaux,103,226,9998,56.178017381002483
fdi_fld,104,936,9998,0.11268340014050082E-2
pf_chib,105,857,2,0.46180000001783128E-5
pfld,106,849,3,0.11467899999972886E-3
calc_ff1_gpu,107,103,9998,38.566760055995644
x_pfgnew,108,881,9998,0.46003797997158813E-1
f_and_fields_to_GPU,109,547,2,0.12342000000664655E-4
pf_dfb,110,549,3,0.10731999999791242E-4
pf_dfb,111,163,9998,0.37054133999045114E-1
sum_cmplx_vw,112,581,8,0.48306199999998967E-2
pf_dfb,113,949,2,0.85600000003793753E-5
g_to_GPU,114,465,2,0.76400000006415780E-5
h_to_GPU,115,399,3,0.10389999999471655E-4
sum_vwsp,116,468,9998,12.481985440000473
prdi_g,117,861,1000,0.17226100066025651E-3
Prefetch_mome_field,119,661,9998,0.49299270999623168E-1
calcmom1_gpu,120,505,9998,1.3405546810013549
fdi_fld,121,269,9998,0.12412839991071678E-2
pf_dgdxy,122,527,2,0.13753000000171767E-4
FldSlv,124,47,2,0.52635700000003283E-3
en_block,125,475,1000,73.760734986000045
fdi_fld,126,834,3,0.28500000004427761E-6
pf_chib,127,609,1,0.11817999999941264E-4
add_dchidxy,128,236,9998,0.17125890000163491
pr_g,129,638,9998,0.64833799802688219E-3
add_nl,130,688,2,0.20230470000006662E-2
