timer_name,id,parent_id,ncalls,total_time
prep_nl,1,751,4,0.41200000033825290E-6
calc_moments,2,240,1,0.15659617999999931E-1
calcaux,3,339,1,0.67519674999999779E-1
h_from_f_ff2_gpu,4,170,3,0.91177599999969772E-3
compadi,5,733,3,0.68180299999953675E-3
add_nl,6,527,2,0.20223299999999611E-2
addadi,7,884,3,0.13216347000000184E-1
hypz_cmp,8,688,2,0.16841999999961388E-4
pf_dfb,9,403,2,0.73689999995352196E-5
CalFRhs0,10,581,1,0.29246939000000083E-1
compadi,11,456,1,0.37896469999996185E-2
calc_moments,12,339,1,0.62915170000001908E-2
ccdens,14,969,2,0.15020259999998231E-2
dzv_ak,15,527,2,0.35546999999969131E-3
pf_dgdxy,16,834,3,0.18150999999910766E-4
eRK_stage_2,20,762,3,0.16208562999999732E-1
sum_vwsp,24,188,1000,16.018065697000115
sum_vwsp,28,63,1,0.22391429999997214E-2
prdi_g,29,849,3,0.20500000008638608E-6
pf_dgdxy,30,862,1000,0.73189750007269794E-2
add_dchidxy,31,743,1000,0.26684475000698704E-1
addadi,32,1023,1000,27.458407377999510
pf_dfb,33,294,9998,0.33921076998320920E-1
ex_gen_real,34,195,1,0.32027999999684198E-4
fdi_fld,35,751,2,0.21900000035657285E-6
ccdens,40,924,2,0.23619809999990693E-2
exv6d,41,45,3,0.11009111800000015
compute_barchi_gpu,42,275,1,0.90390000000439841E-5
gsub,44,1007,1,365.35999997500005
calc_ff1_gpu,45,170,3,0.11608360699999976
compadi,46,968,2,0.41733899999929491E-3
calcaux,47,465,2,0.46466709999997136E-2
dApardt,48,462,9998,0.53849299795505345E-3
pf_dfb,49,953,3,0.10077000000219272E-4
pf_dfb,53,597,9998,0.33858553998414642E-1
sum_sp,54,210,28672,0.11071816000008283E-1
pf_dfb,55,237,3,0.10426999999868514E-4
pf_dfb,57,717,2,0.67860000010355748E-5
dgdxy,59,751,2,0.95697999999977412E-4
ccdens,63,3,1,0.54852340000000055E-2
fdi_g,64,756,2,0.36600000008490952E-6
pfld,65,10,1,0.38669000000268738E-4
hypz_cmp,66,10,1,0.13835999999933790E-4
pf_dfb,67,929,3,0.10486000000309303E-4
Prefetch_mome_field,68,3,1,0.53580000001218764E-5
prep_nl,69,834,6,0.52800000016617332E-6
pfld,70,751,2,0.75836000000606418E-4
addadi,73,286,3,0.62375499999989259E-3
pf_dfb,74,229,2,0.74309999993360520E-5
ccdens,75,418,1,0.16586908400000056
prdi_fld,76,850,3,0.32099999991430650E-6
fdi_fld,77,462,9998,0.11455319991160451E-2
f_and_fields_to_GPU,78,881,9998,0.57263889997855699E-1
FldSlv,79,418,1,0.39987779999997031E-2
x_pfkp,80,20,3,0.55580000002386498E-5
dzv_ak,83,638,9998,1.7401248609994919
add_dchidxy,84,247,3,0.51321000000381645E-4
Prefetch_mome_field,85,170,3,0.14757999999837068E-4
pr_hf,86,638,9998,0.24471480008001478E-2
Prefetch_mome_field,87,503,9998,0.47682537998980479E-1
prdi_fld,88,527,2,0.23400000070950000E-6
compute_barchi_gpu,89,697,2,0.15122000000644675E-4
exz3d,90,817,8,0.38637060000010770E-2
add_dchidxy,91,602,3,0.50417999999829988E-4
x_pfkp,92,680,3,0.53260000001387198E-5
add_dchidxy,93,409,3,0.22174449999998735E-2
pf_dfb,94,1004,2,0.67240000003465639E-5
pr_hf,95,756,2,0.98200000042680813E-6
dgdxy,100,862,1000,2.0890320239996676
pf_dfb,101,469,9998,0.35696012000102861E-1
h_from_f_ff2_gpu,102,418,1,0.35954999999532333E-4
calcaux,103,226,9998,20.170895306000169
fdi_fld,104,938,9998,0.11656249985581013E-2
pf_chib,105,857,2,0.43329999988017676E-5
pfld,106,849,3,0.11348100000097006E-3
calc_ff1_gpu,107,103,9998,7.4206830260015906
x_pfgnew,108,881,9998,0.43476875999290954E-1
f_and_fields_to_GPU,109,547,2,0.11495000000749656E-4
pf_dfb,110,549,3,0.99520000000907771E-5
pf_dfb,111,163,9998,0.33918988000778860E-1
sum_cmplx_vw,112,581,8,0.32864968000000161E-1
pf_dfb,113,949,2,0.83069999998741650E-5
g_to_GPU,114,465,2,0.71780000006071987E-5
h_to_GPU,115,399,3,0.10766999999578530E-4
sum_vwsp,116,468,9998,7.7364642340000636
prdi_g,117,862,1000,0.17561399987542359E-3
Prefetch_mome_field,119,661,9998,0.47788793000430374E-1
calcmom1_gpu,120,505,9998,1.3670032140035540
fdi_fld,121,269,9998,0.12126950007953496E-2
